40,60,11,-0.11706558705955464
60,80,11,-0.08803444550074074
80,100,11,-0.0686436550918712
100,120,11,-0.05659387634175083
40,60,10,-0.1228801913748822
60,80,10,-0.06840982785960702
80,100,10,-0.05034542450373355
100,120,10,-0.04098119262555232
0,40,01,-0.11404411764705828
40,60,01,-0.13170610764164464
60,80,01,-0.09096801001987218
80,100,01,-0.06498369154083276
100,120,01,-0.05887064050486306
0,60,00,-0.14898981169236428
60,120,00,-0.04495336855737029
